SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,189,19,166,4,0,1,1,0,0,NA,NA
517,RJ,Rajasthan,RJ_Churu,Churu,152,64,87,1,0,10,10,0,0,NA,NA
518,RJ,Rajasthan,RJ_Dausa,Dausa,63,16,46,1,0,1,1,0,0,NA,NA
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,66,21,45,0,0,1,1,0,0,NA,NA
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,373,69,304,0,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,NA,NA
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,7,1,6,0,0,0,0,0,0,NA,NA
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,30,11,19,0,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,NA,NA
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,2161,294,1765,102,0,9,9,0,0,NA,NA
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,74,7,67,0,0,0,0,0,0,NA,NA
525,RJ,Rajasthan,RJ_Jalore,Jalore,168,16,150,2,0,0,0,0,0,NA,NA
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,326,164,162,0,0,0,0,0,0,NA,NA
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,157,31,125,1,0,0,0,0,0,NA,NA
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,1707,435,1252,20,0,1,-24,25,0,NA,NA
529,RJ,Rajasthan,RJ_Karauli,Karauli,20,6,11,3,0,0,0,0,0,NA,NA
530,RJ,Rajasthan,RJ_Kota,Kota,506,104,384,18,0,3,2,0,1,NA,NA
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,490,91,391,8,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_Other State,Other State,28,18,0,10,0,1,1,0,0,NA,NA
532,RJ,Rajasthan,RJ_Pali,Pali,587,234,346,7,0,14,14,0,0,NA,NA
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,14,1,12,1,0,0,0,0,0,NA,NA
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,160,31,128,1,0,0,0,0,0,NA,NA
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,24,4,17,3,0,0,0,0,0,NA,NA
536,RJ,Rajasthan,RJ_Sikar,Sikar,260,77,178,5,0,0,0,0,0,NA,NA
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,191,108,80,3,0,0,0,0,0,NA,NA
538,RJ,Rajasthan,RJ_Tonk,Tonk,169,5,163,1,0,0,0,0,0,NA,NA
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,577,69,507,1,0,0,0,0,0,NA,NA
540,SK,Sikkim,SK_East Sikkim,East Sikkim,1,1,0,0,0,0,0,0,0,NA,NA
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,0,NA,NA
542,SK,Sikkim,SK_South Sikkim,South Sikkim,1,1,0,0,0,0,0,0,0,NA,NA
543,SK,Sikkim,SK_West Sikkim,West Sikkim,0,0,0,0,0,0,0,0,0,NA,NA
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,NA,NA
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,NA,NA
576,TG,Telangana,TG_Adilabad,Adilabad,30,15,15,0,0,0,0,0,0,NA,NA
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,0,NA,NA
578,TG,Telangana,TG_Hyderabad,Hyderabad,1944,1616,305,23,0,0,0,0,0,NA,NA
579,TG,Telangana,TG_Jagtial,Jagtial,10,8,2,0,0,0,0,0,0,NA,NA
580,TG,Telangana,TG_Jangaon,Jangaon,5,4,1,0,0,0,0,0,0,NA,NA
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,0,NA,NA
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,0,NA,NA
583,TG,Telangana,TG_Kamareddy,Kamareddy,13,5,8,0,0,0,0,0,0,NA,NA
584,TG,Telangana,TG_Karimnagar,Karimnagar,21,5,16,0,0,0,0,0,0,NA,NA
585,TG,Telangana,TG_Khammam,Khammam,20,17,3,0,0,0,0,0,0,NA,NA
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,13,11,2,0,0,0,0,0,0,NA,NA
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,2,1,1,0,0,0,0,0,0,NA,NA
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,23,15,8,0,0,0,0,0,0,NA,NA
589,TG,Telangana,TG_Mancherial,Mancherial,3,2,0,1,0,0,0,0,0,NA,NA
590,TG,Telangana,TG_Medak,Medak,12,8,4,0,0,0,0,0,0,NA,NA
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,54,44,9,1,0,0,0,0,0,NA,NA
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,0,NA,NA
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,3,1,2,0,0,0,0,0,0,NA,NA
594,TG,Telangana,TG_Nalgonda,Nalgonda,22,10,12,0,0,0,0,0,0,NA,NA
595,TG,Telangana,TG_Narayanpet,Narayanpet,2,1,0,1,0,0,0,0,0,NA,NA
596,TG,Telangana,TG_Nirmal,Nirmal,21,8,13,0,0,0,0,0,0,NA,NA
597,TG,Telangana,TG_Nizamabad,Nizamabad,62,32,30,0,0,0,0,0,0,NA,NA
598,TG,Telangana,TG_Peddapalli,Peddapalli,3,2,1,0,0,0,0,0,0,NA,NA
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5,3,2,0,0,0,0,0,0,NA,NA
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,145,126,17,2,0,0,0,0,0,NA,NA
601,TG,Telangana,TG_Sangareddy,Sangareddy,20,14,6,0,0,0,0,0,0,NA,NA
602,TG,Telangana,TG_Siddipet,Siddipet,2,1,1,0,0,0,0,0,0,NA,NA
603,TG,Telangana,TG_Suryapet,Suryapet,86,62,24,0,0,0,0,0,0,NA,NA
604,TG,Telangana,TG_Vikarabad,Vikarabad,39,23,15,1,0,0,0,0,0,NA,NA
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,1,1,0,0,0,0,0,0,0,NA,NA
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,0,NA,NA
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,33,10,23,0,0,0,0,0,0,NA,NA
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,2,2,0,0,0,0,0,0,0,NA,NA
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,257,204,53,0,0,0,0,0,0,NA,NA
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,155,97,57,1,0,0,0,0,0,NA,NA
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,NA,NA
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,374,15,359,0,0,0,0,0,0,NA,NA
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,1623,920,689,14,0,0,0,0,0,NA,NA
545,TN,Tamil Nadu,TN_Chennai,Chennai,19809,9420,10210,179,0,0,0,0,0,NA,NA
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,153,8,144,1,0,0,0,0,0,NA,NA
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,475,39,435,1,0,0,0,0,0,NA,NA
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,11,6,5,0,0,0,0,0,0,NA,NA
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,151,25,124,2,0,0,0,0,0,NA,NA
550,TN,Tamil Nadu,TN_Erode,Erode,72,1,70,1,0,0,0,0,0,NA,NA
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,264,111,153,0,0,0,0,0,0,NA,NA
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,480,183,294,3,0,0,0,0,0,NA,NA
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,77,28,48,1,0,0,0,0,0,NA,NA
553,TN,Tamil Nadu,TN_Karur,Karur,83,5,78,0,0,0,0,0,0,NA,NA
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,29,8,21,0,0,0,0,0,0,NA,NA
555,TN,Tamil Nadu,TN_Madurai,Madurai,292,93,196,3,0,0,0,0,0,NA,NA
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,75,24,51,0,0,0,0,0,0,NA,NA
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,85,7,77,1,0,0,0,0,0,NA,NA
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,14,0,14,0,0,0,0,0,0,NA,NA
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,143,4,139,0,0,0,0,0,0,NA,NA
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,34,15,18,1,0,0,0,0,0,NA,NA
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,97,38,58,1,0,0,0,0,0,NA,NA
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,122,30,92,0,0,0,0,0,0,NA,NA
561,TN,Tamil Nadu,TN_Salem,Salem,216,148,68,0,0,0,0,0,0,NA,NA
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,35,5,30,0,0,0,0,0,0,NA,NA
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,98,21,77,0,0,0,0,0,0,NA,NA
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,104,19,85,0,0,0,0,0,0,NA,NA
565,TN,Tamil Nadu,TN_Theni,Theni,121,20,99,2,0,0,0,0,0,NA,NA
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,1188,530,647,11,0,0,0,0,0,NA,NA
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,55,17,38,0,0,0,0,0,0,NA,NA
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,312,142,168,2,0,0,0,0,0,NA,NA
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,112,35,76,1,0,0,0,0,0,NA,NA
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,383,59,323,1,0,0,0,0,0,NA,NA
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,37,8,29,0,0,0,0,0,0,NA,NA
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,0,114,0,0,0,0,0,0,NA,NA
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,483,317,164,2,0,0,0,0,0,NA,NA
573,TN,Tamil Nadu,TN_Vellore,Vellore,55,15,38,2,0,0,0,0,0,NA,NA
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,363,38,323,2,0,0,0,0,0,NA,NA
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,143,45,98,0,0,0,0,0,0,NA,NA
609,TR,Tripura,TR_Dhalai,Dhalai,196,33,163,0,0,0,0,0,0,NA,NA
610,TR,Tripura,TR_Gomati,Gomati,86,84,2,0,0,0,0,0,0,NA,NA
611,TR,Tripura,TR_Khowai,Khowai,25,24,1,0,0,0,0,0,0,NA,NA
612,TR,Tripura,TR_North Tripura,North Tripura,12,8,4,0,0,0,0,0,0,NA,NA
613,TR,Tripura,TR_Sipahijala,Sipahijala,209,207,2,0,0,0,0,0,0,NA,NA
614,TR,Tripura,TR_South Tripura,South Tripura,68,68,0,0,0,0,0,0,0,NA,NA
615,TR,Tripura,TR_Unokoti,Unokoti,50,49,1,0,0,0,0,0,0,NA,NA
616,TR,Tripura,TR_West Tripura,West Tripura,48,48,0,0,0,0,0,0,0,NA,NA
617,UP,Uttar Pradesh,UP_Agra,Agra,928,103,777,48,0,0,0,0,0,NA,NA
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,177,73,88,16,0,0,0,0,0,NA,NA
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,81,49,29,3,0,0,0,0,0,NA,NA
620,UP,Uttar Pradesh,UP_Amethi,Amethi,183,151,32,0,0,0,0,0,0,NA,NA
621,UP,Uttar Pradesh,UP_Amroha,Amroha,68,32,35,1,0,0,0,0,0,NA,NA
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,39,16,22,1,0,0,0,0,0,NA,NA
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,128,77,48,3,0,0,0,0,0,NA,NA
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,143,114,26,3,0,0,0,0,0,NA,NA
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,76,48,27,1,0,0,0,0,0,NA,NA
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,95,33,62,0,0,0,0,0,0,NA,NA
626,UP,Uttar Pradesh,UP_Ballia,Ballia,53,26,27,0,0,0,0,0,0,NA,NA
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,47,14,32,1,0,0,0,0,0,NA,NA
628,UP,Uttar Pradesh,UP_Banda,Banda,27,3,24,0,0,0,0,0,0,NA,NA
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,168,29,138,1,0,0,0,0,0,NA,NA
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,68,44,22,2,0,0,0,0,0,NA,NA
631,UP,Uttar Pradesh,UP_Basti,Basti,220,169,47,4,0,0,0,0,0,NA,NA
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,46,39,7,0,0,0,0,0,0,NA,NA
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,137,72,63,2,0,0,0,0,0,NA,NA
634,UP,Uttar Pradesh,UP_Budaun,Budaun,43,9,34,0,0,0,0,0,0,NA,NA
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,167,62,101,4,0,0,0,0,0,NA,NA
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,27,11,15,1,0,0,0,0,0,NA,NA
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,59,31,26,2,0,0,0,0,0,NA,NA
638,UP,Uttar Pradesh,UP_Deoria,Deoria,121,86,34,1,0,0,0,0,0,NA,NA
639,UP,Uttar Pradesh,UP_Etah,Etah,50,35,11,4,0,0,0,0,0,NA,NA
640,UP,Uttar Pradesh,UP_Etawah,Etawah,67,39,27,1,0,0,0,0,0,NA,NA
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,48,26,21,1,0,0,0,0,0,NA,NA
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,55,20,35,0,0,0,0,0,0,NA,NA
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,304,85,203,16,0,0,0,0,0,NA,NA
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,609,292,309,8,0,0,0,0,0,NA,NA
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,384,130,245,9,0,0,0,0,0,NA,NA
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,154,84,70,0,0,0,0,0,0,NA,NA
648,UP,Uttar Pradesh,UP_Gonda,Gonda,77,27,50,0,0,0,0,0,0,NA,NA
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,122,86,29,7,0,0,0,0,0,NA,NA
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,8,3,5,0,0,0,0,0,0,NA,NA
651,UP,Uttar Pradesh,UP_Hapur,Hapur,158,71,85,2,0,0,0,0,0,NA,NA
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,96,74,22,0,0,0,0,0,0,NA,NA
653,UP,Uttar Pradesh,UP_Hathras,Hathras,35,13,22,0,0,0,0,0,0,NA,NA
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,48,4,41,3,0,0,0,0,0,NA,NA
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,249,137,109,3,0,0,0,0,0,NA,NA
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,46,14,26,6,0,0,0,0,0,NA,NA
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,88,59,29,0,0,0,0,0,0,NA,NA
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,21,12,8,1,0,0,0,0,0,NA,NA
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,466,142,311,13,0,0,0,0,0,NA,NA
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,23,8,15,0,0,0,0,0,0,NA,NA
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,49,2,47,0,0,0,0,0,0,NA,NA
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,44,35,7,2,0,0,0,0,0,NA,NA
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,74,21,53,0,0,0,0,0,0,NA,NA
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3,2,0,1,0,0,0,0,0,NA,NA
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,442,116,322,4,0,0,0,0,0,NA,NA
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,73,42,30,1,0,0,0,0,0,NA,NA
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,14,5,8,1,0,0,0,0,0,NA,NA
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,65,37,26,2,0,0,0,0,0,NA,NA
669,UP,Uttar Pradesh,UP_Mathura,Mathura,97,31,60,6,0,0,0,0,0,NA,NA
670,UP,Uttar Pradesh,UP_Mau,Mau,52,39,12,1,0,0,0,0,0,NA,NA
671,UP,Uttar Pradesh,UP_Meerut,Meerut,493,122,337,34,0,0,0,0,0,NA,NA
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,36,14,22,0,0,0,0,0,0,NA,NA
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,249,74,165,10,0,0,0,0,0,NA,NA
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,100,54,45,1,0,0,0,0,0,NA,NA
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,49,7,42,0,0,0,0,0,0,NA,NA
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,87,18,65,4,0,0,0,0,0,NA,NA
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,117,41,73,3,0,0,0,0,0,NA,NA
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,74,12,61,1,0,0,0,0,0,NA,NA
679,UP,Uttar Pradesh,UP_Rampur,Rampur,197,39,157,1,0,0,0,0,0,NA,NA
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,264,41,223,0,0,0,0,0,0,NA,NA
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,127,68,58,1,0,0,0,0,0,NA,NA
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,135,75,54,6,0,0,0,0,0,NA,NA
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,39,21,18,0,0,0,0,0,0,NA,NA
684,UP,Uttar Pradesh,UP_Shamli,Shamli,50,11,39,0,0,0,0,0,0,NA,NA
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,42,14,27,1,0,0,0,0,0,NA,NA
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,142,62,78,2,0,0,0,0,0,NA,NA
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,44,5,39,0,0,0,0,0,0,NA,NA
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,9,6,3,0,0,0,0,0,0,NA,NA
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,97,51,46,0,0,0,0,0,0,NA,NA
690,UP,Uttar Pradesh,UP_Unnao,Unnao,41,17,22,2,0,0,0,0,0,NA,NA
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,219,94,120,5,0,0,0,0,0,NA,NA
692,UT,Uttarakhand,UT_Almora,Almora,73,25,47,1,0,4,-21,25,0,NA,NA
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,23,12,11,0,0,0,0,0,0,NA,NA
694,UT,Uttarakhand,UT_Chamoli,Chamoli,33,22,11,0,0,6,6,0,0,NA,NA
695,UT,Uttarakhand,UT_Champawat,Champawat,39,31,7,1,0,0,0,0,0,NA,NA
696,UT,Uttarakhand,UT_Dehradun,Dehradun,352,271,70,7,4,5,-3,8,0,NA,NA
697,UT,Uttarakhand,UT_Haridwar,Haridwar,87,50,37,0,0,0,-8,8,0,NA,NA
698,UT,Uttarakhand,UT_Nainital,Nainital,317,183,133,1,0,3,0,3,0,NA,NA
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,43,27,15,1,0,0,-5,5,0,NA,NA
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,36,35,1,0,0,8,8,0,0,NA,NA
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,22,19,3,0,0,0,0,0,0,NA,NA
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,112,78,34,0,0,3,-26,29,0,NA,NA
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,85,39,46,0,0,0,0,0,0,NA,NA
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,23,16,7,0,0,1,1,0,0,NA,NA
705,WB,West Bengal,WB_Alipurduar,Alipurduar,12,8,4,0,0,0,0,0,0,NA,NA
706,WB,West Bengal,WB_Bankura,Bankura,104,71,33,0,0,0,0,0,0,NA,NA
707,WB,West Bengal,WB_Birbhum,Birbhum,187,64,122,1,0,0,0,0,0,NA,NA
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,139,113,26,0,0,0,0,0,0,NA,NA
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,47,28,19,0,0,0,0,0,0,NA,NA
710,WB,West Bengal,WB_Darjeeling,Darjeeling,77,60,15,2,0,0,0,0,0,NA,NA
711,WB,West Bengal,WB_Hooghly,Hooghly,473,291,170,12,0,0,0,0,0,NA,NA
712,WB,West Bengal,WB_Howrah,Howrah,1326,802,478,46,0,0,0,0,0,NA,NA
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,18,13,5,0,0,0,0,0,0,NA,NA
714,WB,West Bengal,WB_Jhargram,Jhargram,6,0,6,0,0,0,0,0,0,NA,NA
715,WB,West Bengal,WB_Kalimpong,Kalimpong,11,4,6,1,0,0,0,0,0,NA,NA
716,WB,West Bengal,WB_Kolkata,Kolkata,2589,1313,1038,238,0,0,0,0,0,NA,NA
717,WB,West Bengal,WB_Malda,Malda,192,100,92,0,0,0,0,0,0,NA,NA
719,WB,West Bengal,WB_Murshidabad,Murshidabad,112,33,77,2,0,0,0,0,0,NA,NA
720,WB,West Bengal,WB_Nadia,Nadia,118,93,24,1,0,0,0,0,0,NA,NA
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,975,583,343,49,0,0,0,0,0,NA,NA
0,WB,West Bengal,WB_Other State,Other State,61,41,17,3,0,0,0,0,0,NA,NA
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,67,36,29,2,0,0,0,0,0,NA,NA
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,83,54,28,1,0,0,0,0,0,NA,NA
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,121,51,70,0,0,0,0,0,0,NA,NA
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,131,74,56,1,0,0,0,0,0,NA,NA
725,WB,West Bengal,WB_Purulia,Purulia,19,19,0,0,0,0,0,0,0,NA,NA
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,233,125,101,7,0,0,0,0,0,NA,NA
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,202,49,153,0,0,0,0,0,0,NA,NA
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,-9,9,0,NA,0,0,0,0,NA,NA
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
731,AS,Assam,AS_Unknown,Unknown,4,-34,38,0,NA,0,0,0,0,NA,NA
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
737,DL,Delhi,DL_Unknown,Unknown,25546,14524,10315,707,NA,0,0,0,0,NA,NA
738,GA,Goa,GA_Unknown,Unknown,125,67,58,0,NA,0,0,0,0,NA,NA
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
749,MH,Maharashtra,MH_Unknown,Unknown,0,-9,9,0,NA,0,0,0,0,NA,NA
750,MN,Manipur,MN_Unknown,Unknown,31,10,21,0,NA,0,0,0,0,NA,NA
751,ML,Meghalaya,ML_Unknown,Unknown,5,5,0,0,NA,0,0,0,0,NA,NA
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
753,NL,Nagaland,NL_Unknown,Unknown,27,27,0,0,NA,0,0,0,0,NA,NA
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
758,SK,Sikkim,SK_Unknown,Unknown,1,1,0,0,NA,0,0,0,0,NA,NA
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,NA,0,0,0,0,NA,NA
760,TG,Telangana,TG_Unknown,Unknown,357,-802,1076,83,NA,0,0,0,0,NA,NA
